artist,country,year,country-guess,source,genres
Silk Cut,NZ,,NZ,,
Modern Chair,NZ,,NZ,,"Electronica; Techno"
Sonic Space Lab,NZ,,NZ,,"Breakbeat; Electro"
Laughin’ Gas,NZ,,NZ,,"Breakbeat; Electronica"
Murmur Tooth,NZ,,NZ,,
EMWA,NZ,,NZ,,EDM
Vanessa Worm,NZ,,NZ,,"Breakbeat; Techno"
Frost,NZ,,NZ,,Techno
Itchy Brothers,NZ,,NZ,,"House; Techno"
Baynk,NZ,,NZ,,
Talliss,NZ,,NZ,,
Geosync,NZ,,NZ,,"Ambient; Electronica; Techno"
Kiljoy,NZ,,NZ,,Drum & Bass
Zerzilla,NZ,,NZ,,
Mayflymusic,NZ,,NZ,,
Kennedy (aka Gene Kennedy),NZ,,NZ,,House
Serpico (aka Serpico Beats),NZ,,NZ,,"Breakbeat; House"
Speech Act Theory,NZ,,NZ,,
Jerry Watts,NZ,,NZ,,"Breakbeat; Electronica; Techno"
Kédu Carlö,NZ,,NZ,,"House; Techno"
Diem Redux,NZ,,NZ,,"Breakbeat; Electro; Electronica; Techno"
Ixxe13,NZ,,NZ,,"Ambient; Breakbeat; Electronica; Minimal; Techno"
Owlziz,NZ,,NZ,,"Breakbeat; Dubstep"
Rotor+,NZ,,NZ,,"Ambient; Electronica; Minimal; Techno"
Pacific Heights,NZ,,NZ,,"Ambient; Drum & Bass; Electronica"
Eyeliner / Disasteradio,NZ,,NZ,,"Breakbeat; Electro"
The Shocking and Stunning,NZ,,NZ,,"Electro; Electronica"
Leno Lovecraft,NZ,,NZ,,"Electro; Electronica; Space Dub"
arc X,NZ,,NZ,,"Electronica; Techno"
Wumbo,NZ,,NZ,,"Breakbeat; EDM"
Philippa McIntyre,NZ,,NZ,,House
Frank Booker,NZ,,NZ,,House
Jagā,NZ,,NZ,,"Breakbeat; Electronica; Techno"
Kamandi,NZ,,NZ,,"Acid; Techno"
Luther,NZ,,NZ,,"Breakbeat; Electro; Techno"
Alphabethead,NZ,,NZ,,"Breakbeat; Electronica"
Montel2099,NZ,,NZ,,EDM
Eamonn Fevah,NZ,,NZ,,"House; Minimal; Progressive; Techno"
Terra Nine,NZ,,NZ,,"Acid; Breakbeat; Drum & Bass; Dub"
Darren Clark,NZ,,NZ,,House
Hooky,NZ,,NZ,,House
Shallow Taxi Club,NZ,,NZ,,House
Reed & Radley,NZ,,NZ,,House
Tali,NZ,,NZ,,Drum & Bass
Trig,NZ,,NZ,,Techno
Funk'n'SloCuts,NZ,,NZ,,Breakbeat
Mr Meaty Boy,NZ,,NZ,,"Electro; Techno"
Aroha,NZ,,NZ,,"Breakbeat; House; Techno"
Bahns,NZ,,NZ,,Techno
Ali Storm,NZ,,NZ,,House
